Sample,DE_AE,SHADE_AE,CMA-ES_AE,NRBO_AE,BOA_AE,HHO-Lite_AE,Ensemble_AE
166,0.9960,0.7912,0.8316,1.4592,0.8242,1.4592,1.0458
167,0.5908,0.7139,0.5021,0.3823,0.6296,0.3823,0.5388
168,1.0484,0.7325,1.1363,1.2374,0.8884,1.2374,1.0402
169,0.3811,0.4090,0.4891,0.3323,0.3243,0.3323,0.3800
170,0.1916,0.1481,0.2643,0.1167,0.0064,0.1167,0.0699
171,0.9306,0.6246,0.9561,0.7357,0.7550,0.7357,0.7920
172,0.0627,0.1830,0.0754,0.2225,0.1678,0.2225,0.0155
173,0.5735,0.3590,0.4496,0.4008,0.2164,0.4008,0.4005
174,1.2446,1.4603,1.1695,1.3043,1.3078,1.3043,1.2980
175,1.2745,0.8928,1.3817,1.0851,1.0271,1.0851,1.1265
176,0.6476,0.6637,0.6227,0.3295,0.5726,0.3295,0.5350
177,0.1718,0.0047,0.1241,0.1835,0.0548,0.1835,0.0138
178,1.0786,0.8841,1.1172,1.0306,1.0771,1.0306,1.0367
179,0.1563,0.0946,0.0119,0.0820,0.1897,0.0820,0.0016
180,0.2509,0.5578,0.3799,0.3857,0.6343,0.3857,0.4335
181,0.3882,0.4254,0.5461,0.4619,0.5899,0.4619,0.4794
182,1.1850,1.1252,1.2688,1.3092,1.2612,1.3092,1.2407
183,0.1373,0.5215,0.3399,0.0834,0.6309,0.0834,0.3066
184,0.3085,0.5326,0.4865,0.1264,0.5864,0.1264,0.3694
185,0.6366,0.7258,0.4802,0.6661,0.6384,0.6661,0.6342
186,1.1384,1.4218,1.0290,1.3984,1.3202,1.3984,1.2797
187,0.1962,0.1243,0.6425,0.3338,0.4324,0.3338,0.0951
188,0.2891,0.0519,0.6669,0.1310,0.0548,0.1310,0.1441
189,0.2712,0.2276,0.1969,0.2492,0.0572,0.2492,0.1287
190,0.3503,0.0325,1.1164,0.2202,0.2479,0.2202,0.2351
191,0.5311,0.4737,0.6767,0.5157,0.2822,0.5157,0.1806
192,2.7289,0.3627,1.3012,0.2108,0.6061,0.2108,0.9308
193,0.2652,0.0613,0.7407,0.1790,0.0248,0.1790,0.1345
194,0.5166,0.1571,0.1137,0.3013,0.2063,0.3013,0.1401
195,0.3937,0.3838,0.0948,0.1775,0.2025,0.1775,0.1078
196,0.1550,0.3087,0.4840,0.1210,0.0432,0.1210,0.1345
197,0.0583,0.2925,0.1260,0.4635,0.0800,0.4635,0.0672
198,0.1153,0.3503,0.0876,0.0736,0.2053,0.0736,0.1230
199,0.4779,0.1066,0.4448,0.0274,0.3340,0.0274,0.1904
200,0.5101,0.0554,1.1969,0.1585,0.1571,0.1585,0.2844
201,0.0966,0.3760,0.8622,0.5166,0.0947,0.5166,0.2120
202,0.4262,0.4149,0.4087,0.1195,0.0954,0.1195,0.0527
203,0.4614,0.0945,0.1698,0.0272,0.0136,0.0272,0.0825
204,0.4741,0.0382,0.2149,0.2539,0.0512,0.2539,0.2002
205,0.9750,0.7071,1.1009,0.5781,0.6696,0.5781,0.7759
206,0.6301,0.1276,0.2998,0.0104,0.1154,0.0104,0.2063
207,0.5393,0.0535,0.2576,0.1595,0.0265,0.1595,0.1829
208,0.8313,0.5633,0.7671,0.8033,0.5077,0.8033,0.7099
