Actual,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite,WeightedAvg_Pred
73.0993,73.0972,73.1022,73.1449,73.0935,73.1314,73.1122,73.1136
72.5909,72.5912,72.5918,72.5632,72.7070,72.5326,72.5789,72.5941
72.9801,72.9804,72.9812,72.9426,73.0394,72.9951,72.9931,72.9886
72.8625,72.8618,72.8557,72.9153,72.8316,72.8413,72.8673,72.8623
73.9752,73.9731,73.9790,73.9035,73.9147,74.0660,73.9829,73.9697
74.0493,74.0511,74.0480,74.0499,73.9947,74.0551,74.0475,74.0410
72.6137,72.6259,72.6123,72.6933,72.6492,72.5591,72.6249,72.6276
72.3199,72.3117,72.3200,72.3347,72.2919,72.3110,72.3001,72.3116
71.2712,71.2748,71.2783,71.2036,71.6524,71.2587,71.2749,71.3235
71.2362,71.2337,71.2365,71.2802,70.9706,71.1881,71.2402,71.1919
71.3907,71.3939,71.3850,71.3415,71.6041,71.4164,71.3986,71.4230
71.4472,71.4436,71.4490,71.4142,71.5822,71.4207,71.4387,71.4580
68.5404,68.5480,68.5514,68.5410,68.4966,68.5436,68.5589,68.5400
73.8337,73.8368,73.8388,73.8402,73.8303,73.9415,73.8453,73.8553
75.4331,75.4305,75.4334,75.4551,75.5450,75.3779,75.4592,75.4503
75.3888,75.3877,75.3878,75.3921,75.5313,75.5131,75.3310,75.4235
74.5823,74.5837,74.5808,74.5206,74.6077,74.6705,74.5955,74.5929
70.6801,70.6767,70.6787,70.7199,70.3833,70.7067,70.6733,70.6399
73.9399,73.9395,73.9408,73.9408,73.8666,73.8583,73.9450,73.9154
75.1336,75.1321,75.1339,75.1386,75.2864,75.1593,75.1342,75.1640
76.8581,76.8604,76.8626,76.9722,76.7831,76.9145,76.8953,76.8815
73.8663,73.8594,73.8661,73.9940,73.9946,73.8586,73.8446,73.9029
71.8125,71.8177,71.8118,71.8284,71.9677,71.8155,71.8136,71.8424
75.1511,75.1527,75.1532,75.1550,75.1176,75.1817,75.1611,75.1535
76.0919,76.0903,76.0929,75.9214,75.6183,76.0906,76.0702,75.9807
75.7463,75.7413,75.7439,75.5664,75.6369,75.6943,75.7326,75.6858
81.6398,81.6264,81.6393,81.6448,81.6733,81.5986,81.6373,81.6367
74.2875,74.2869,74.2870,74.2541,73.8806,74.2035,74.2785,74.1988
74.8818,74.8806,74.8745,74.8877,74.8698,74.8858,74.8498,74.8746
73.8092,73.8182,73.8089,73.7619,73.7641,73.8282,73.8023,73.7972
75.0204,75.0175,75.0183,75.0063,75.0773,75.0401,75.0268,75.0310
76.2115,76.2116,76.2120,76.2201,75.9842,76.1216,76.2181,76.1616
70.3398,70.3407,70.3380,70.3987,70.4562,70.4626,70.3549,70.3917
77.4857,77.4779,77.4821,77.5064,77.5421,77.5197,77.4338,77.4935
75.0464,75.0484,75.0523,75.0121,75.0614,75.1017,75.0872,75.0604
71.9726,71.9769,71.9723,71.8524,71.8493,71.8789,71.9800,71.9184
75.5399,75.5270,75.5369,75.4477,75.3714,75.4661,75.4998,75.4749
76.2207,76.2243,76.2237,76.2268,76.1670,76.2826,76.2185,76.2238
76.8391,76.8383,76.8438,76.5736,76.3118,76.6320,76.8501,76.6753
75.7643,75.7643,75.7687,75.7591,75.8341,75.8221,75.7823,75.7883
75.1249,75.1258,75.1180,75.1418,75.2314,75.1198,75.1116,75.1413
76.3690,76.3740,76.3792,76.3056,76.4050,76.4473,76.3714,76.3802
76.5839,76.5805,76.5737,76.4491,76.2648,76.5100,76.5826,76.4936
76.3783,76.3817,76.3812,76.3748,76.2624,76.3856,76.3606,76.3578
73.8990,73.8939,73.9009,73.9030,73.8284,73.8182,73.8931,73.8731
73.7524,73.7560,73.7538,73.9317,73.7366,73.8559,73.7710,73.8009
68.8641,68.8465,68.8465,68.7822,68.9949,68.9201,68.8385,68.8712
76.1654,76.1692,76.1691,76.1664,76.2550,76.2015,76.1688,76.1882
77.1070,77.1108,77.1043,77.1282,76.7876,77.0285,77.0864,77.0413
83.8185,83.8169,83.8128,83.7470,83.5624,83.8900,83.8162,83.7742
76.1654,76.1612,76.1694,76.0980,75.8283,75.9948,76.1973,76.0753
72.6294,72.6093,72.6305,72.5716,72.6808,72.6619,72.6250,72.6297
77.3198,77.3183,77.3217,77.3463,77.0253,77.3758,77.3445,77.2888
74.9529,74.9480,74.9512,74.9692,74.7207,74.9208,74.8907,74.9003
77.5543,77.5639,77.5601,77.5124,77.4995,77.5809,77.5388,77.5425
72.9514,72.9511,72.9494,72.7970,72.7737,72.9507,72.9350,72.8927
77.4955,77.5074,77.5025,77.5943,77.4097,77.5012,77.5427,77.5098
70.2655,70.3589,70.2864,70.2635,69.7414,70.2370,70.2716,70.1934
69.0144,69.0604,69.0139,69.1467,69.5679,69.1965,69.0790,69.1770
86.6877,86.6913,86.6923,86.7592,87.0018,86.6940,86.7261,86.7607
77.1070,77.1120,77.1103,77.3400,76.9892,77.0338,77.0882,77.1127
78.6400,78.6870,78.6457,78.7853,79.6698,78.8435,78.6980,78.8875
84.7415,84.7416,84.7439,84.6604,84.0810,84.7446,84.7059,84.6132
72.8278,72.8251,72.8250,72.9261,72.8946,72.7829,72.7883,72.8404
74.7443,74.7436,74.7428,74.7726,74.2320,74.7520,74.7521,74.6662
71.3273,71.3314,71.3261,71.3912,71.5284,71.4536,71.3361,71.3942
75.7148,75.7154,75.7219,75.8004,75.7328,75.7290,75.7057,75.7343
83.3544,83.3666,83.3571,83.3583,83.5234,83.3921,83.3531,83.3916
73.7443,73.7475,73.7492,73.8151,73.5526,73.7000,73.8129,73.7299
74.0716,74.0629,74.0703,74.0509,73.8179,73.9392,74.0184,73.9936
84.5121,84.5099,84.5075,84.4088,84.3992,84.4319,84.4856,84.4572
83.3544,83.3594,83.3659,83.3818,83.6887,83.4344,83.4167,83.4409
81.9884,81.9920,81.9945,82.0152,82.1736,82.1106,82.0214,82.0510
77.3198,77.3378,77.3214,77.4872,77.0180,77.4074,77.3894,77.3272
74.0933,74.0962,74.0959,74.1521,74.8604,74.2625,74.1263,74.2650
78.8230,78.8225,78.8205,78.7459,79.2577,78.8468,78.8122,78.8839
83.4936,83.4891,83.4899,83.4476,83.3484,83.4840,83.4707,83.4550
83.0807,83.0840,83.0887,83.2064,83.0982,83.0342,83.1959,83.1183
83.2082,83.2157,83.2043,83.3236,83.2642,83.2448,83.2068,83.2433
80.5588,80.5561,80.5558,80.5205,80.3152,80.5318,80.5451,80.5042
71.3185,71.3120,71.3172,71.3812,71.6291,71.3335,71.3195,71.3820
74.9103,74.9046,74.9085,74.8875,75.1008,74.8900,74.8952,74.9310
88.2600,88.2573,88.2562,88.2396,88.0123,88.2639,88.2431,88.2122
